TimeSeriesId,Region,Product_Hierachy1,Product_Hierachy2,Product_Hierachy3,ABC_Classification,XYZ_Predictability,Price_Normalized,First_Goods_Issue_Date,Effective_Out_Date
3197,M,72,90,144,C,Z,0.0511,1/10/2022,12/31/2030
3198,I,72,12,5,A,Z,0.056,5/8/2017,12/31/2030
3199,N,72,21,61,C,Z,0.0917,2/2/2015,12/31/2030
3200,U,72,20,36,C,Z,0.0422,1/3/2011,12/31/2030
3201,M,73,56,97,C,Z,0.0014,11/29/2010,12/31/2030
3202,N,82,42,319,C,Z,0.2174,6/8/2015,12/31/2030
3203,S,73,56,96,B,Z,0.0103,3/21/2011,12/31/2030
3204,S,73,85,648,A,Z,0.0886,5/26/2014,12/31/2030
3205,M,73,58,796,C,Z,0.0022,1/13/2020,12/31/2030
3206,I,72,90,135,A,Z,0.0329,2/14/2022,12/31/2030
3207,M,82,40,259,C,Z,0.0381,3/9/2015,12/31/2030
3208,U,82,41,256,B,Z,0.065,5/2/2016,12/31/2030
3209,S,72,12,5,A,Z,0.0394,3/15/2021,12/31/2030
3210,I,82,41,256,C,Z,0.1623,3/20/2017,12/31/2030
3211,S,72,10,17,C,Z,0.0404,7/1/2019,12/31/2030
3212,M,82,41,258,A,Z,0.0308,8/25/2014,12/31/2023
3213,S,82,42,263,B,Z,0.0164,1/16/2017,12/31/2030
3214,I,73,57,109,C,Z,0.0468,6/1/2020,12/31/2030
3215,S,72,21,25,C,Z,0.0389,2/28/2022,12/31/2030
3216,S,72,90,132,B,Z,0.0274,9/17/2018,12/31/2030
3217,S,72,20,50,C,Z,0.0036,3/29/2021,12/31/2030
3218,C,72,10,17,B,X,0.0404,11/26/2018,12/31/2030
3219,M,72,85,680,A,Z,0.0411,1/24/2022,12/31/2030
3220,C,72,90,144,C,Z,0.0034,3/16/2015,12/31/2030
3221,C,82,41,257,B,Z,0.0865,11/29/2010,12/31/2030
3222,N,72,20,39,A,Z,0.0319,7/21/2014,12/31/2030
3223,S,72,21,25,C,Y,0.046,11/4/2013,12/31/2030
3224,N,72,90,144,B,Z,0.0451,9/15/2014,12/31/2030
3225,M,82,90,172, ,Z,0.0812,2/28/2022,12/31/2030
3226,N,73,56,96,A,Z,0.0135,1/10/2022,12/31/2030
3227,M,72,21,55,C,Z,0.1373,3/15/2021,12/31/2030
3228,I,73,56,97,B,Z,0.0014,11/29/2010,12/31/2030
3229,C,72,10,17,C,Z,0.0873,8/29/2022,12/31/2030
3230,M,72,20,39,C,X,0.0274,3/31/2014,6/30/2023
3231,S,73,53,81,C,Z,0.1577,1/6/2020,12/31/2030
3232,M,82,41,256,B,Z,0.2089,10/2/2017,12/31/2030
3233,N,82,41,258,C,Z,0.014,7/13/2020,12/31/2030
3234,N,72,10,17,C,X,0.0404,1/14/2019,12/31/2030
3235,I,73,58,796,C,Z,0.0118,10/1/2018,12/31/2030
3236,N,73,21,32,B,Z,0.1056,2/26/2018,12/31/2030
3237,S,82,41,257,Unknown,Unknown,0.1059,4/22/2013,12/31/2030
3238,M,72,16,54,C,Z,0.031,8/12/2013,12/31/2030
3239,M,73,53,81,A,Z,0.2099,1/6/2020,12/31/2030
3240,M,82,42,319,B,X,0.2879,4/20/2015,12/31/2023
3241,S,82,41,256,C,Z,0.0536,7/10/2017,12/31/2023
3242,S,72,10,21,C,N,0.012,5/18/2015,12/31/2030
3243,U,72,85,680,B,Z,0.0415,5/11/2020,12/31/2030
3244,C,73,58,796,C,Z,0.0031,3/25/2019,12/31/2030
3245,I,82,40,260,B,Z,0.0815,5/4/2015,12/31/2030
3246,C,73,57,109,C,Z,0.0961,1/28/2019,12/30/2023
3247,I,72,10,21,C,Z,0.0369,10/5/2020,12/31/2030
3248,M,73,56,100,C,Z,0.0107,6/13/2016,12/31/2030
3249,M,73,56,97,B,Y,0.0024,11/29/2010,12/31/2030
3250,I,73,58,796,C,Z,0.0042,6/17/2019,12/31/2030
3251,M,72,57,105,A,Z,0.0564,7/26/2021,12/31/2030
3252,I,72,85,326,C,Z,0.006,7/1/2013,12/31/2030
3253,N,73,53,81,C,Z,0.1225,2/10/2020,12/31/2030
3254,S,82,85,732,C,Z,0.0813,10/24/2016,12/31/2030
3255,S,72,16,54,A,Z,0.0098,1/3/2011,12/31/2030
3256,S,72,10,17,A,Z,0.05,8/3/2020,12/31/2030
3257,U,82,90,172,Unknown,Unknown,0.2802,3/2/2020,12/31/2030
3258,C,72,90,35,C,Z,0.0577,3/22/2021,12/31/2030
3259,U,72,85,326,C,Z,0.0044,8/5/2013,12/31/2030
3260,S,72,85,326,C,Z,0.0035,9/9/2013,12/31/2030
3261,M,73,58,796,A,Z,0.0095,11/11/2013,12/31/2030
3262,N,73,56,91,B,Z,0.1004,12/20/2021,12/31/2030
3263,N,72,10,17,C,Z,0.1313,11/23/2020,6/30/2024
3264,M,73,56,91,B,Z,0.0732,4/3/2017,12/31/2030
3265,S,82,42,254,C,Z,0.2129,9/28/2015,12/31/2030
3266,N,72,85,326,C,X,0.0052,7/1/2013,12/31/2030
3267,I,72,0,236,C,Z,0.0002,4/8/2019,12/31/2030
3268,S,72,21,25,A,X,0.0411,11/29/2010,12/31/2030
3269,S,82,41,255,C,Z,0.129,10/5/2020,12/31/2030
3270,C,72,85,326,C,Z,0.0084,7/1/2013,12/31/2030
3271,C,73,53,108,B,Z,0.0091,4/29/2013,12/31/2030
3272,C,72,27,247,C,X,0.0602,9/11/2017,12/31/2030
3273,I,82,41,256,C,Z,0.0741,2/20/2017,12/31/2030
3274,I,73,57,109,A,Z,0.0574,1/8/2018,12/31/2030
3275,S,82,90,172, ,Z,0.0089,8/24/2020,12/31/2030
3276,U,72,10,21,A,Z,0.0207,6/14/2021,12/31/2030
3277,C,73,58,796,C,Z,0.0014,2/28/2022,12/31/2030
3278,I,72,20,50,C,Z,0.0028,3/22/2021,12/31/2030
3279,M,73,53,81,A,Z,0.2097,1/6/2020,12/31/2030
3280,M,82,41,256,C,Z,0.0639,4/5/2021,12/31/2030
3281,S,72,10,18,B,Z,0.1389,9/21/2020,6/30/2024
3282,U,82,41,258,C,Z,0.0113,4/24/2017,12/31/2030
3283,N,82,41,256,B,Z,0.2089,9/18/2017,12/31/2030
3284,C,82,42,254,B,Z,0.2536,9/14/2015,12/31/2030
3285,I,72,85,649,B,Z,0.0184,10/19/2015,12/31/2030
3286,N,82,41,256,A,Z,0.0837,7/13/2020,12/31/2030
3287,C,82,42,263,B,Z,0.2693,3/8/2021,12/31/2030
3288,S,73,58,796,B,Z,0.0056,5/5/2014,12/31/2030
3289,N,73,58,796,C,Z,0.0049,9/9/2019,12/31/2030
3290,N,73,53,88,B,Z,0.0081,2/10/2014,12/31/2030
3291,I,73,90,220,C,Z,0.005,10/8/2018,12/31/2030
3292,U,82,41,256,A,Z,0.0148,2/4/2013,12/31/2030
3293,N,72,16,54,C,Z,0.0179,8/27/2018,12/31/2030
3294,N,72,10,18,B,Z,0.1122,1/31/2022,12/31/2030
3295,I,73,58,149,A,Z,0.0025,10/11/2021,12/31/2030
3296,M,72,20,39,C,Z,0.0777,10/16/2017,12/31/2030
3297,M,72,57,105,A,Z,0.0747,3/13/2017,12/31/2030
3298,S,73,56,97,A,Z,0.0025,4/4/2016,12/31/2030
3299,I,72,85,326,C,Z,0.0035,9/9/2013,12/31/2030
3300,N,72,10,21,C,Z,0.0218,11/15/2021,12/31/2030
3301,S,73,51,104,C,Z,0.0178,1/24/2011,12/31/2030
3302,C,72,21,26,C,Z,0.0518,3/14/2011,12/31/2030
3303,C,72,20,36,B,Z,0.0419,12/6/2010,12/31/2030
3304,C,73,56,91,B,Z,0.0732,4/3/2017,12/31/2030
3305,S,82,42,254,C,Z,0.0475,10/29/2012,12/31/2030
3306,N,72,85,719,C,Z,0.0106,7/27/2020,12/31/2030
3307,C,82,41,257,C,Z,0.0961,11/29/2010,12/31/2030
3308,C,72,10,17,C,Z,0.1313,8/3/2020,6/30/2024
3309,I,73,56,100,C,Z,0.0107,7/27/2015,12/31/2030
3310,S,73,58,796,C,Z,0.0153,4/26/2021,12/31/2030
3311,I,73,56,97,B,Y,0.0024,11/29/2010,12/31/2030
3312,N,72,10,17,A,Z,0.0511,9/26/2016,12/31/2030
3313,M,72,10,17,C,Z,0.0611,10/26/2020,6/30/2024
3314,N,72,10,18,C,Z,0.0635,11/16/2020,6/30/2024
3315,I,73,57,106,A,Z,0.059,1/4/2021,12/31/2030
3316,M,82,42,319,C,Z,0.2593,4/15/2019,12/31/2023
3317,M,72,27,247,C,Z,0.0948,4/18/2016,6/30/2023
3318,N,72,27,247,C,Z,0.0593,10/10/2016,12/31/2030
3319,C,72,57,105,A,X,0.0857,10/12/2020,12/31/2030
3320,N,73,57,109,C,Z,0.0267,5/18/2015,12/31/2030
3321,S,72,90,135,A,Z,0.0329,2/14/2022,12/31/2030
3322,N,73,53,81,C,Z,0.3234,3/2/2020,12/31/2030
3323,S,82,41,256,C,Z,0.0756,10/16/2017,12/31/2030
3324,I,73,53,81,Unknown,Unknown,0.0682,2/3/2014,12/31/2030
3325,M,73,53,81,C,Z,0.1225,2/24/2020,12/31/2030
3326,N,73,53,81,C,Z,0.3781,2/17/2020,10/31/2023
3327,S,73,53,81,B,Z,0.3539,2/17/2020,10/31/2023
3328,M,82,40,260,B,Z,0.0832,10/12/2015,12/31/2030
3329,N,72,10,18,C,Z,0.0326,3/1/2021,12/31/2030
3330,S,73,56,90,C,Z,0.0649,2/1/2016,12/31/2024
3331,I,72,10,17,B,Z,0.0511,10/24/2016,12/31/2030
3332,U,72,10,17,C,Z,0.0725,4/1/2019,12/31/2030
3333,M,72,21,55,B,Z,0.0643,6/25/2018,12/31/2030
3334,N,72,85,326,C,Z,0.0032,7/22/2013,12/31/2030
3335,N,72,10,17,B,Z,0.0439,12/14/2020,12/31/2030
3336,C,72,21,61,C,X,0.0229,11/29/2010,12/31/2030
3337,N,73,85,648,A,X,0.0594,5/8/2017,12/31/2030
3338,N,72,20,62,C,Z,0.0404,1/11/2021,12/31/2030
3339,N,72,27,247,B,Z,0.0717,7/31/2017,12/31/2030
3340,M,73,57,109,C,Z,0.0195,5/18/2015,12/31/2030
3341,S,72,10,21,C,Z,0.0369,10/5/2020,12/31/2030
3342,S,73,0,85,A,Z,0.0251,12/6/2010,12/31/2030
3343,S,73,53,81,B,Z,0.3057,5/25/2020,12/31/2030
3344,N,73,56,90,A,Z,0.2121,2/7/2022,12/31/2030
3345,S,82,41,255,C,Z,0.0654,11/29/2010,12/31/2030
3346,I,82,40,259,B,Z,0.0766,3/1/2021,12/31/2030
3347,U,72,21,26,C,Z,0.0466,11/9/2020,12/31/2030
3348,N,73,57,109,B,Z,0.3737,3/16/2015,12/31/2030
3349,U,82,42,263,A,X,0.0308,11/29/2010,12/31/2030
3350,N,82,41,256,C,Z,0.173,2/13/2017,12/31/2030
3351,S,73,21,101,C,Z,0.0075,8/27/2018,12/31/2030
3352,I,73,21,32,A,X,0.0543,4/2/2018,12/31/2030
3353,C,73,75,605,C,Z,0.0038,11/28/2011,12/31/2030
3354,I,73,57,109,A,Z,0.2113,12/19/2016,12/31/2030
3355,N,82,40,260,C,Z,0.0832,10/26/2015,12/31/2030
3356,M,72,57,105,A,X,0.0747,4/10/2017,12/31/2030
3357,I,82,41,258,A,X,0.0199,11/29/2010,12/31/2030
3358,N,82,42,263,A,Z,0.3004,5/3/2021,12/31/2030
3359,C,73,56,90,C,Z,0.0806,1/3/2022,12/31/2030
3360,I,73,53,108,C,N,0.002,10/2/2017,12/31/2030
3361,I,73,58,149,B,Z,0.0014,3/3/2014,12/31/2030
3362,I,72,20,62,C,Z,0.0625,12/14/2020,12/31/2030
3363,I,72,14,9,C,N,0.0599,4/30/2012,12/31/2030
3364,I,82,40,259,A,Z,0.1148,4/25/2022,12/31/2030
3365,I,72,90,144,B,X,0.0867,3/3/2014,12/31/2030
3366,I,73,57,109,B,Z,0.0195,7/20/2015,12/31/2030
3367,C,73,56,90,A,X,0.0799,12/13/2021,12/31/2030
3368,M,82,41,256,C,Z,0.234,1/14/2019,12/31/2030
3369,I,73,53,81,B,N,0.3057,3/1/2021,12/31/2030
3370,I,73,56,91,A,Z,0.0724,12/13/2021,12/31/2030
3371,S,73,58,796,C,N,0.0016,1/13/2020,12/31/2030
3372,S,82,41,256,C,Z,0.1256,7/27/2020,12/31/2030
3373,S,82,40,259,A,Z,0.0378,3/2/2015,12/31/2030
3374,I,72,27,247,C,Z,0.1197,10/2/2017,12/31/2030
3375,M,82,42,319,C,Z,0.2174,5/25/2015,12/31/2030
3376,S,73,58,796,C,Z,0.0049,9/9/2019,12/31/2030
3377,N,73,90,320,B,Z,0.0071,2/7/2011,12/31/2030
3378,U,72,16,248,C,N,0.0023,8/25/2014,12/31/2030
3379,S,72,27,247,C,Z,0.0947,3/14/2016,12/31/2030
3380,I,82,42,254,A,Z,0.4342,10/16/2017,12/31/2030
3381,M,82,41,258,C,Z,0.0142,7/13/2020,12/31/2030
3382,I,72,12,5,C,Z,0.0296,7/5/2021,12/31/2030
3383,M,72,90,144,C,Z,0.0425,10/6/2014,12/31/2030
3384,S,73,53,88,C,Z,0.009,2/26/2018,12/31/2030
3385,N,72,90,144,C,Z,0.0207,3/2/2015,12/31/2030
3386,U,72,20,39,B,Z,0.077,8/10/2020,6/30/2023
3387,S,72,16,54,C,Z,0.0266,9/16/2013,12/31/2030
3388,S,82,41,256,A,Z,0.1432,5/25/2020,12/31/2030
3389,I,82,42,263,C,Z,0.1119,1/16/2023,12/31/2030
3390,M,73,58,149,C,Z,0.0041,4/14/2014,12/31/2030
3391,N,73,58,796,A,Z,0.0226,4/4/2016,12/31/2030
3392,N,72,23,41,A,X,0.0456,4/12/2021,12/31/2030
3393,I,73,57,106,C,Z,0.1594,7/11/2022,12/31/2030
3394,S,72,77,33,C,Z,0.0629,9/12/2022,12/31/2030
3395,I,72,10,21,A,X,0.0267,10/1/2018,12/31/2030
3396,I,72,20,37,C,Z,0.0865,11/26/2012,12/31/2030
3397,I,82,42,263,A,Z,0.0175,7/18/2016,12/31/2030
3398,C,72,14,9,C,X,0.0599,4/2/2012,12/31/2030
3399,S,72,10,18,C,Z,0.1615,11/9/2020,6/30/2024
3400,M,82,41,256,A,Z,0.1099,7/20/2020,12/31/2030
3401,I,72,85,326,C,X,0.0031,7/1/2013,12/31/2030
3402,I,73,53,81,C,Y,0.0682,1/20/2014,12/31/2030
3403,S,73,56,90,A,Z,0.0804,12/21/2020,12/31/2030
3404,I,72,16,248,C,Z,0.0025,3/17/2014,12/31/2030
3405,I,82,41,258,A,Z,0.0308,8/25/2014,12/31/2023
3406,S,72,23,41,C,Z,0.0448,4/12/2021,12/31/2030
3407,I,82,41,256,C,Z,0.0662,1/25/2021,12/31/2030
3408,M,82,41,256,C,X,0.1136,2/13/2017,12/31/2030
3409,I,72,90,144,C,Z,0.0034,4/18/2016,12/31/2030
3410,M,82,41,258,C,Z,0.014,2/7/2022,12/31/2030
3411,S,72,12,5,A,Z,0.056,4/24/2017,12/31/2030
3412,I,73,53,81,A,Z,0.2099,1/6/2020,12/31/2030
3413,M,82,40,259,B,Z,0.0561,1/10/2022,12/31/2030
3414,M,73,53,81,A,Z,0.0745,11/29/2010,12/31/2030
3415,I,82,41,255,B,Z,0.3291,4/25/2011,12/31/2030
3416,N,72,27,247,B,Z,0.0762,9/26/2016,12/31/2030
3417,I,72,57,105,C,Z,0.055,11/21/2016,12/31/2030
3418,S,72,27,247,A,X,0.0634,4/4/2016,12/31/2030
3419,M,73,56,90,C,Z,0.0823,10/18/2021,12/31/2030
3420,N,72,21,55,B,X,0.0531,5/15/2017,12/31/2030
3421,M,82,42,254,A,Z,0.4342,10/16/2017,12/31/2030
3422,S,82,41,257,C,Z,0.1883,4/8/2013,12/31/2030
3423,N,73,53,88,C,Z,0.0095,4/1/2019,12/31/2030
3424,S,73,56,97,B,Z,0.0014,12/6/2010,12/31/2030
3425,N,73,53,81,C,Z,0.154,1/27/2020,12/31/2030
3426,I,72,20,40,B,Z,0.0458,11/29/2010,12/31/2030
3427,I,73,21,26,B,Z,0.0536,12/20/2021,12/31/2030
3428,N,72,12,5,C,Z,0.0411,2/13/2017,12/31/2030
3429,C,72,20,36,A,X,0.0478,11/29/2010,12/31/2030
3430,C,73,58,796,C,Z,0.0025,8/20/2018,12/31/2030
3431,M,82,41,256,B,Z,0.1338,4/20/2020,12/31/2030
3432,I,73,56,90,B,X,0.1388,6/20/2022,12/31/2030
3433,U,82,42,319,A,Z,0.0517,6/19/2017,12/31/2030
3434,N,72,20,37,A,X,0.0694,10/8/2012,12/31/2030
3435,N,72,85,680,A,Z,0.078,4/2/2018,12/31/2030
3436,M,72,20,50,C,Z,0.0036,4/12/2021,12/31/2030
3437,N,72,85,680,A,Z,0.0411,6/7/2021,12/31/2030
3438,S,72,85,326,C,X,0.0081,7/1/2013,12/31/2030
3439,I,72,85,719,C,Z,0.0032,11/19/2018,12/31/2030
3440,N,72,85,649,C,Z,0.0279,2/19/2018,12/31/2030
3441,M,72,10,18,C,Z,0.049,3/7/2022,12/31/2030
3442,C,73,53,81,C,Z,0.2097,1/6/2020,12/31/2030
3443,M,82,41,256,A,Z,0.0874,9/12/2016,12/31/2030
3444,N,73,56,91,A,Z,0.082,1/17/2022,12/31/2030
3445,C,72,21,25,C,Z,0.0389,2/28/2022,12/31/2030
3446,N,73,58,796,C,Z,0.0029,1/7/2019,12/31/2030
3447,I,72,16,54,B,Z,0.0179,6/25/2018,12/31/2030
3448,S,72,14,9,A,X,0.1397,11/29/2010,12/31/2030
3449,C,82,90,172,C,Z,0.0795,9/12/2022,5/8/2023
3450,S,73,56,91,A,Z,0.0214,12/6/2021,12/31/2030
3451,U,73,58,796,C,Z,0.0025,11/18/2019,12/31/2030
3452,M,72,21,625,A,X,0.0102,5/22/2017,12/31/2030
3453,S,73,21,101,C,Z,0.0121,1/24/2011,12/31/2030
3454,N,72,10,21,C,Z,0.0468,11/2/2020,12/31/2030
3455,S,72,20,39,C,N,0.0345,7/1/2019,12/31/2030
3456,C,72,10,17,C,Z,0.0293,11/2/2020,12/31/2030
3457,C,73,57,106,C,Z,0.0724,4/18/2022,12/31/2030
3458,N,72,20,39,A,Z,0.0319,5/5/2014,12/31/2030
3459,N,82,40,259,C,Z,0.008,8/27/2018,12/31/2023
3460,U,82,85,648,C,Z,0.0156,8/23/2021,12/31/2030
3461,U,73,58,149,B,Z,0.0014,3/17/2014,12/31/2030
3462,C,82,41,256,A,X,0.1247,6/8/2020,12/31/2030
3463,I,72,90,132,B,Z,0.0274,6/11/2018,12/31/2030
3464,I,82,41,256,A,X,0.065,5/2/2016,12/31/2030
3465,U,73,58,149,A,Z,0.0083,4/8/2013,12/31/2030
3466,M,82,41,256,C,Z,0.1609,5/7/2012,12/31/2030
3467,S,73,56,90,C,Z,0.0911,1/31/2022,12/31/2030
3468,N,82,40,260,B,Z,0.0815,5/4/2015,12/31/2030
3469,I,82,41,256,C,Z,0.0992,7/13/2020,12/31/2030
3470,N,82,40,260,B,Z,0.1115,5/4/2015,12/31/2030
3471,M,73,58,149,B,Z,0.0108,1/6/2014,12/31/2030
3472,M,73,56,97,C,Y,0.0032,2/28/2022,12/31/2030
3473,N,82,90,172,C,Z,0.0038,6/20/2016,12/31/2030
3474,I,82,40,259,A,X,0.0478,12/13/2021,12/31/2030
3475,N,72,21,26,C,Z,0.0518,3/14/2011,12/31/2030
3476,S,72,23,41,C,Z,0.0489,5/31/2021,12/31/2030
3477,M,82,40,259,B,Z,0.1148,4/11/2022,12/31/2030
3478,I,72,21,55,B,Z,0.1373,8/31/2020,12/31/2030
3479,S,72,57,105,C,Z,0.0564,12/13/2021,12/31/2030
3480,U,73,56,96,C,Z,0.0112,1/31/2022,12/31/2030
3481,M,82,41,256,B,Z,0.1432,4/20/2020,12/31/2030
3482,I,72,90,144,A,X,0.0638,1/27/2014,12/31/2030
3483,C,72,23,41,C,Z,0.0603,4/5/2021,12/31/2030
3484,I,72,57,105,A,X,0.0578,3/6/2017,12/31/2030
3485,M,72,20,50,A,Z,0.0289,2/15/2021,12/31/2030
3486,N,72,20,38,B,Z,0.0462,1/30/2017,12/31/2030
3487,U,73,85,649,A,Z,0.0246,5/25/2015,12/31/2030
3488,S,72,85,326,C,Z,0.0058,9/9/2013,12/31/2030
3489,M,73,56,99,B,Z,0.072,2/8/2016,12/31/2030
3490,M,72,85,680,B,Z,0.0466,3/7/2016,12/31/2030
3491,M,72,21,29,C,X,0.0547,1/3/2011,12/31/2030
3492,S,73,53,81,B,Z,0.0539,2/28/2022,12/31/2030
3493,I,82,41,256,C,Z,0.234,1/14/2019,12/31/2030
3494,I,73,56,92,B,Z,0.0516,3/7/2022,12/31/2030
3495,I,73,51,102,B,Z,0.1802,11/29/2010,12/31/2030
3496,N,72,10,18,B,Z,0.1615,9/14/2020,6/30/2024
3497,I,72,77,33,A,X,0.0514,11/29/2010,12/31/2030
3498,N,72,85,326,C,Z,0.0084,7/22/2013,12/31/2030
3499,S,72,90,144,C,Z,0.0045,3/31/2014,12/31/2030
3500,I,73,56,92,C,Z,0.0345,1/10/2022,12/31/2030
3501,N,82,40,259,A,X,0.0274,11/3/2014,12/31/2030
3502,M,82,41,255,C,Z,0.2081,12/6/2010,12/31/2030
3503,S,73,56,90,A,Z,0.0482,1/18/2021,12/31/2030
3504,C,82,42,263,B,Z,0.1022,7/25/2022,12/31/2030
3505,C,73,58,796,B,Z,0.0056,10/28/2013,12/31/2030
3506,U,73,58,796,B,Z,0.0099,3/9/2015,12/31/2030
3507,I,73,58,796,A,Z,0.0056,12/2/2013,12/31/2030
3508,M,73,51,104,B,Z,0.0069,2/7/2011,12/31/2030
3509,C,72,20,37,A,X,0.0694,10/8/2012,12/31/2030
3510,M,82,40,260,C,Z,0.07,10/12/2015,12/31/2030
3511,S,82,41,256,C,Z,0.1338,7/27/2020,12/31/2030
3512,S,72,77,33,A,X,0.0514,1/3/2011,12/31/2030
3513,S,73,58,149,C,Z,0.0108,5/26/2014,12/31/2030
3514,N,72,57,105,C,Z,0.0578,4/3/2017,12/31/2030
3515,M,73,58,796,C,Z,0.0032,4/18/2016,12/31/2030
3516,S,73,21,101,B,Z,0.0115,11/29/2010,12/31/2030
3517,N,73,56,91,A,X,0.0704,1/3/2022,12/31/2030
3518,S,72,20,39,B,Z,0.0668,7/13/2020,12/31/2030
3519,N,82,41,256,C,Z,0.0348,8/27/2018,12/31/2030
3520,M,72,85,326,C,Z,0.0032,7/1/2013,12/31/2030
3521,C,82,40,259,A,X,0.0478,12/6/2021,12/31/2030
3522,M,82,41,258,C,Z,0.013,3/3/2014,12/31/2030
3523,N,73,56,90,C,Z,0.0874,3/14/2022,12/31/2030
3524,S,73,56,96,C,N,0.0097,6/6/2011,12/31/2030
3525,M,73,53,81,A,Z,0.0671,11/25/2013,12/31/2030
3526,N,73,58,796,C,Z,0.0058,1/22/2018,12/31/2030
3527,C,72,20,39,C,Z,0.0089,3/4/2019,12/31/2030
3528,S,82,90,172, ,Z,0.5758,10/5/2020,12/31/2030
3529,N,82,90,172,C,N,0.0812,9/10/2018,12/31/2030
3530,S,82,41,256,B,Z,0.1247,8/3/2020,12/31/2030
3531,N,82,41,255,C,Z,0.129,3/23/2020,12/31/2030
3532,N,72,85,680,C,Z,0.0262,4/8/2019,12/31/2030
3533,I,72,20,50,C,X,0.0028,4/19/2021,12/31/2030
3534,C,72,10,18,B,X,0.1109,8/31/2020,6/30/2024
3535,S,82,41,256,C,Z,0.0536,9/25/2017,12/31/2030
3536,C,72,20,39,A,Z,0.0319,5/5/2014,12/31/2030
3537,S,82,41,256,C,Z,0.0756,7/10/2017,12/31/2023
3538,N,82,41,256,B,X,0.0487,9/5/2016,12/31/2030
3539,N,73,58,149,C,Z,0.0025,2/18/2019,12/31/2030
3540,N,72,90,144,C,Z,0.0511,2/28/2022,12/31/2030
3541,M,72,27,247,B,Z,0.0593,11/14/2016,12/31/2030
3542,U,72,20,39,C,Z,0.0374,1/3/2011,6/30/2023
3543,I,73,57,109,C,Z,0.3456,10/15/2012,12/31/2030
3544,N,72,10,18,C,Z,0.1336,9/7/2020,6/30/2024
3545,N,73,56,90,A,X,0.0482,12/28/2020,12/31/2030
3546,S,73,56,90,B,Z,0.0504,12/21/2020,12/31/2030
3547,M,72,16,248,C,Z,0.0023,4/14/2014,12/31/2030
3548,M,82,41,258,C,Z,0.013,1/6/2014,12/31/2030
3549,S,73,52,148,C,Z,0.0803,1/25/2021,12/31/2030
3550,U,72,10,17,C,Z,0.0439,12/7/2020,12/31/2030
3551,N,73,53,88,C,Z,0.0088,1/27/2014,12/31/2030
3552,I,82,41,256,A,Z,0.1434,8/28/2017,12/31/2030
3553,N,82,41,256,C,Z,0.1271,4/3/2017,12/31/2030
3554,N,82,41,256,A,Z,0.2696,8/28/2017,12/31/2030
3555,I,73,58,149,B,Z,0.0102,1/13/2014,12/31/2030
3556,M,73,57,113,B,Z,0.1663,2/8/2021,12/31/2030
3557,N,73,57,109,C,Z,0.0214,7/21/2014,12/31/2030
3558,S,72,10,18,C,X,0.0294,9/7/2020,12/31/2030
3559,M,82,42,250,A,Z,0.016,8/17/2020,12/31/2030
3560,C,72,16,248,C,Z,0.0389,2/22/2021,12/31/2030
3561,S,72,20,39,B,Z,0.0515,4/20/2015,12/31/2030
3562,C,73,58,796,C,Z,0.0058,11/3/2014,12/31/2030
3563,M,82,41,256,C,Z,0.1854,9/30/2013,12/31/2030
3564,M,72,21,25,C,Z,0.0412,1/3/2011,12/31/2030
3565,S,82,41,257,B,Z,0.0865,11/29/2010,12/31/2030
3566,N,73,58,796,C,Z,0.0094,3/24/2014,12/31/2030
3567,S,73,53,81,A,Z,0.0752,2/3/2014,12/31/2030
3568,I,73,58,796,A,Z,0.0077,3/5/2018,12/31/2030
3569,S,73,58,796,B,Z,0.0138,2/15/2021,12/31/2030
3570,C,73,56,90,A,Z,0.126,2/15/2021,12/31/2030
3571,M,72,85,326,C,X,0.0031,7/1/2013,12/31/2030
3572,M,82,42,263,B,Z,0.2693,8/16/2021,12/31/2030
3573,N,82,90,172,Unknown,Unknown,0.5758,11/23/2020,12/31/2030
3574,N,72,20,40,B,Z,0.0458,11/29/2010,12/31/2030
3575,U,82,42,263,A,Z,0.0309,11/14/2016,12/31/2030
3576,S,82,41,256,B,Z,0.2089,9/18/2017,12/31/2030
3577,C,73,56,97,B,Z,0.0024,11/29/2010,12/31/2030
3578,N,72,20,36,A,X,0.0478,11/29/2010,12/31/2030
3579,C,72,20,62,C,Z,0.0625,11/23/2020,12/31/2030
3580,S,73,56,96,B,Z,0.0103,11/29/2010,12/31/2030
3581,S,73,85,648,B,Z,0.0594,8/21/2017,12/31/2030
3582,N,82,41,256,A,X,0.0837,7/27/2020,12/31/2030
3583,M,73,58,796,C,Z,0.0077,3/5/2018,12/31/2030
3584,C,73,53,81,A,Z,0.2099,12/9/2019,12/31/2030
3585,S,72,85,326,C,Z,0.0052,7/1/2013,12/31/2030
3586,M,73,56,92,A,Z,0.0928,7/19/2021,12/31/2030
3587,C,72,14,9,B,X,0.0604,11/11/2013,12/31/2030
3588,U,72,21,25,A,Z,0.0485,1/3/2011,12/31/2030
3589,C,72,27,247,C,Z,0.1194,5/22/2017,6/30/2023
3590,C,73,56,90,B,X,0.1388,1/10/2022,12/31/2030
3591,N,72,10,17,B,Z,0.1366,9/21/2020,6/30/2024
3592,I,72,85,326,C,Z,0.0033,7/1/2013,12/31/2030
3593,I,73,58,796,C,Z,0.0031,7/1/2019,12/31/2030
3594,C,73,57,106,A,Z,0.0591,12/14/2020,12/31/2030
3595,N,72,85,326,C,Z,0.003,7/1/2013,12/31/2030
